employee_id,full_name,age,age_band,education_level,hire_date,exit_date,is_active,tenure_days,department,job_role,job_level,employment_type,base_salary_annual,store_id,manager_id,manager_name,manager_status
EMP006691,Jose Gross,35,35-44,Bachelor's,2021-04-03,,True,1807,HR,HR Associate,Associate,Full-time,37481.58,STR125,EMP006986,Michael Stevens,Manager
EMP006692,Matthew Krause,33,25-34,Bachelor's,2012-05-13,,True,5054,HR,HR Associate,Associate,Seasonal,12245.35,STR037,EMP007299,William Hall,Manager
EMP006693,Gerald Mason,35,35-44,Bachelor's,2017-06-10,,True,3200,HR,HR Associate,Associate,Full-time,36124.45,STR032,EMP006822,Lauren Thompson,Executive
EMP006694,Stephen Olson,22,<25,Bachelor's,2020-11-27,,True,1934,HR,Senior HR Specialist,Senior_Associate,Full-time,47048.18,STR021,EMP007274,Cory Hale,Executive
EMP006695,Carrie Myers,35,35-44,Bachelor's,2016-02-29,,True,3667,HR,HR Associate,Associate,Full-time,34742.52,STR128,EMP006865,Jared Smith,Senior Manager
EMP006696,Frank Lawrence,25,25-34,High School,2021-08-17,,True,1671,HR,HR Assistant,Entry,Full-time,29408.83,STR114,EMP007124,Shelly Horton,Senior Manager
EMP006697,Robert Perkins,22,<25,Bachelor's,2020-01-22,,True,2244,HR,HR Associate,Associate,Full-time,35942.32,STR061,EMP006762,Scott Smith,Manager
EMP006698,Joseph Green,33,25-34,Some College,2020-08-08,,True,2045,HR,HR Assistant,Entry,Part-time,15333.18,STR094,EMP006986,Michael Stevens,Manager
EMP006699,Eric Mathis,44,35-44,High School,2018-06-26,,True,2819,HR,HR Associate,Associate,Full-time,37706.3,STR141,EMP007299,William Hall,Manager
EMP006700,Nancy Carter,36,35-44,Bachelor's,2021-04-01,,True,1809,HR,HR Associate,Associate,Full-time,31536.42,STR023,EMP006822,Lauren Thompson,Executive
EMP006701,Tyler Mills,29,25-34,High School,2016-12-01,,True,3391,HR,HR Associate,Associate,Full-time,34854.56,STR087,EMP007274,Cory Hale,Executive
EMP006702,Jim Foster,50,45-54,PhD,2012-01-04,,True,5184,HR,HR Assistant,Entry,Full-time,29453.98,STR136,EMP006865,Jared Smith,Senior Manager
EMP006703,Joshua Hayes,44,35-44,High School,2019-10-26,2022-06-26,False,974,HR,Senior HR Specialist,Senior_Associate,Full-time,40684.34,STR141,EMP007124,Shelly Horton,Senior Manager
EMP006704,Savannah Johns,43,35-44,Bachelor's,2018-12-10,,True,2652,HR,HR Assistant,Entry,Full-time,25027.68,STR051,EMP006762,Scott Smith,Manager
EMP006705,Jason Mcdonald,36,35-44,High School,2020-11-07,2022-11-15,False,738,HR,HR Associate,Associate,Full-time,33512.15,STR020,EMP006986,Michael Stevens,Manager
EMP006706,Jasmine Hall,22,<25,Some College,2020-11-03,,True,1958,HR,HR Associate,Associate,Seasonal,15126.22,STR128,EMP007299,William Hall,Manager
EMP006707,Rhonda Oconnell,40,35-44,Some College,2017-12-01,2020-03-28,False,848,HR,HR Associate,Associate,Part-time,23495.44,STR091,EMP006822,Lauren Thompson,Executive
EMP006708,Matthew Khan,36,35-44,Some College,2021-11-06,,True,1590,HR,HR Associate,Associate,Full-time,34541.0,STR118,EMP007274,Cory Hale,Executive
EMP006709,Jake Holmes,25,25-34,Some College,2020-12-26,,True,1905,HR,HR Associate,Associate,Full-time,35937.59,STR134,EMP006865,Jared Smith,Senior Manager
EMP006710,Amanda Brown,47,45-54,Bachelor's,2021-01-26,2022-09-03,False,585,HR,HR Assistant,Entry,Part-time,18619.64,STR148,EMP007124,Shelly Horton,Senior Manager
EMP006711,Tim Jackson,22,<25,Some College,2020-08-18,,True,2035,HR,Senior HR Specialist,Senior_Associate,Part-time,21886.92,STR081,EMP006762,Scott Smith,Manager
EMP006712,Alexandra Holmes,46,45-54,Some College,2020-03-24,,True,2182,HR,HR Assistant,Entry,Part-time,14592.47,STR076,EMP006986,Michael Stevens,Manager
EMP006713,Michael Santos,34,25-34,High School,2019-06-20,,True,2460,HR,HR Associate,Associate,Seasonal,14602.72,STR089,EMP007299,William Hall,Manager
EMP006714,Janice Roberts,27,25-34,Bachelor's,2021-11-01,,True,1595,HR,HR Associate,Associate,Full-time,37884.93,STR125,EMP006822,Lauren Thompson,Executive
EMP006715,Jason Khan,25,25-34,High School,2020-11-05,,True,1956,HR,HR Assistant,Entry,Full-time,30570.29,STR149,EMP007274,Cory Hale,Executive
EMP006716,Steven Perez,34,25-34,Master's,2019-10-18,,True,2340,HR,HR Assistant,Entry,Full-time,26151.07,STR072,EMP006865,Jared Smith,Senior Manager
EMP006717,Derek Coleman,22,<25,High School,2020-10-13,,True,1979,HR,HR Assistant,Entry,Part-time,13736.04,STR042,EMP007124,Shelly Horton,Senior Manager
EMP006718,Christine Sanders,34,25-34,High School,2020-07-17,,True,2067,HR,HR Assistant,Entry,Full-time,26377.81,STR055,EMP006762,Scott Smith,Manager
EMP006719,Mary Johnson,27,25-34,Bachelor's,2021-08-29,,True,1659,HR,HR Assistant,Entry,Full-time,24307.35,STR098,EMP006986,Michael Stevens,Manager
EMP006720,Michael Clay,31,25-34,Master's,2017-02-14,,True,3316,HR,HR Associate,Associate,Full-time,31494.36,STR128,EMP007299,William Hall,Manager
EMP006721,Timothy White,36,35-44,High School,2016-04-30,2018-02-20,False,661,HR,HR Assistant,Entry,Full-time,29722.68,STR059,EMP006822,Lauren Thompson,Executive
EMP006722,Jason Mathews,35,35-44,Some College,2018-10-21,,True,2702,HR,HR Associate,Associate,Full-time,28906.33,STR092,EMP007274,Cory Hale,Executive
EMP006723,Maria Parsons,37,35-44,PhD,2019-10-20,,True,2338,HR,HR Assistant,Entry,Seasonal,12110.32,STR107,EMP006865,Jared Smith,Senior Manager
EMP006724,Patricia Hayes,36,35-44,Bachelor's,2017-07-15,,True,3165,HR,HR Associate,Associate,Full-time,33132.03,STR138,EMP007124,Shelly Horton,Senior Manager
EMP006725,Jessica Robinson,33,25-34,High School,2020-08-05,2023-12-21,False,1233,HR,HR Assistant,Entry,Part-time,16776.38,STR104,EMP006762,Scott Smith,Manager
EMP006726,Megan Stokes,34,25-34,Some College,2020-12-23,2024-09-08,False,1355,HR,HR Assistant,Entry,Seasonal,9158.61,STR149,EMP006986,Michael Stevens,Manager
EMP006727,John Harris,26,25-34,Some College,2020-07-03,,True,2081,HR,HR Assistant,Entry,Full-time,25373.59,STR148,EMP007299,William Hall,Manager
EMP006728,Eric Li,30,25-34,Some College,2019-01-31,,True,2600,HR,HR Associate,Associate,Part-time,17445.85,STR018,EMP006822,Lauren Thompson,Executive
EMP006729,Melissa Oneill,30,25-34,Bachelor's,2019-07-24,,True,2426,HR,HR Assistant,Entry,Part-time,18969.26,STR135,EMP007274,Cory Hale,Executive
EMP006730,Karen Ross,37,35-44,Some College,2019-07-15,,True,2435,HR,HR Assistant,Entry,Full-time,30072.62,STR037,EMP006865,Jared Smith,Senior Manager
EMP006731,Emily Gamble,49,45-54,Bachelor's,2021-04-11,,True,1799,HR,HR Associate,Associate,Part-time,20109.36,STR066,EMP007124,Shelly Horton,Senior Manager
EMP006732,Alex Lambert,45,45-54,Master's,2019-02-23,,True,2577,HR,HR Assistant,Entry,Full-time,24236.03,STR009,EMP006762,Scott Smith,Manager
EMP006733,Charles Poole,27,25-34,High School,2018-08-27,,True,2757,HR,HR Assistant,Entry,Full-time,31334.55,STR047,EMP006986,Michael Stevens,Manager
EMP006734,Amy Wong,25,25-34,High School,2021-08-29,2023-07-29,False,699,HR,HR Assistant,Entry,Seasonal,10178.39,STR131,EMP007299,William Hall,Manager
EMP006735,Pamela Hubbard,28,25-34,Bachelor's,2016-01-16,,True,3711,HR,HR Assistant,Entry,Full-time,23609.84,STR024,EMP006822,Lauren Thompson,Executive
EMP006736,Jennifer Cummings,25,25-34,Bachelor's,2018-01-02,,True,2994,HR,HR Assistant,Entry,Part-time,16578.99,STR022,EMP007274,Cory Hale,Executive
EMP006737,James Lopez,38,35-44,Some College,2021-09-13,,True,1644,HR,HR Assistant,Entry,Full-time,31437.74,STR044,EMP006865,Jared Smith,Senior Manager
EMP006738,Benjamin Hines,40,35-44,High School,2021-08-21,2024-12-19,False,1216,HR,HR Associate,Associate,Seasonal,11218.39,STR093,EMP007124,Shelly Horton,Senior Manager
EMP006739,Tonya Kemp,31,25-34,Bachelor's,2021-02-02,,True,1867,HR,HR Assistant,Entry,Full-time,24381.25,STR042,EMP006762,Scott Smith,Manager
EMP006740,Corey Pacheco,54,45-54,Some College,2020-04-13,,True,2162,HR,HR Assistant,Entry,Full-time,31384.48,STR145,EMP006986,Michael Stevens,Manager
EMP006741,Pamela Hicks,21,<25,Some College,2021-07-11,2022-07-01,False,355,HR,HR Assistant,Entry,Full-time,23710.86,STR114,EMP007299,William Hall,Manager
EMP006742,Megan Knight,52,45-54,Bachelor's,2019-12-13,,True,2284,HR,HR Assistant,Entry,Full-time,23132.43,STR146,EMP006822,Lauren Thompson,Executive
EMP006743,Caitlin Wilson,29,25-34,High School,2020-06-25,2020-09-28,False,95,HR,HR Assistant,Entry,Full-time,27701.87,STR121,EMP007274,Cory Hale,Executive
EMP006744,Michael Church,47,45-54,Bachelor's,2020-01-30,,True,2236,HR,HR Assistant,Entry,Part-time,18371.06,STR112,EMP006865,Jared Smith,Senior Manager
EMP006745,Patricia Hall,24,<25,Bachelor's,2019-07-23,2024-06-30,False,1804,HR,HR Associate,Associate,Full-time,33725.32,STR073,EMP007124,Shelly Horton,Senior Manager
EMP006746,Omar Weeks,26,25-34,High School,2021-03-22,,True,1819,HR,HR Assistant,Entry,Full-time,31945.64,STR091,EMP006762,Scott Smith,Manager
EMP006747,Samantha Parker,27,25-34,Some College,2020-07-23,,True,2061,HR,Senior HR Specialist,Senior_Associate,Full-time,45187.58,STR129,EMP006986,Michael Stevens,Manager
EMP006748,Jared Carter,44,35-44,Bachelor's,2016-05-26,,True,3580,HR,HR Associate,Associate,Full-time,28888.9,STR109,EMP007299,William Hall,Manager
EMP006749,Mitchell Garza,27,25-34,Bachelor's,2021-05-25,,True,1755,HR,HR Assistant,Entry,Full-time,31928.32,STR008,EMP006822,Lauren Thompson,Executive
EMP006750,Mary Compton,43,35-44,High School,2021-05-26,2021-09-06,False,103,HR,Senior HR Specialist,Senior_Associate,Part-time,24671.05,STR135,EMP007274,Cory Hale,Executive
EMP006751,Ray Rosario,23,<25,Some College,2019-12-16,,True,2281,Finance,Finance Assistant,Entry,Full-time,24874.03,STR107,EMP006865,Jared Smith,Senior Manager
EMP006752,William Guzman,47,45-54,Bachelor's,2017-04-29,,True,3242,Finance,Finance Assistant,Entry,Full-time,27578.79,STR027,EMP006762,Scott Smith,Manager
EMP006753,Douglas Hampton,36,35-44,Bachelor's,2021-02-24,,True,1845,Finance,Finance Assistant,Entry,Full-time,25043.08,STR149,EMP006822,Lauren Thompson,Executive
EMP006754,Jennifer Johnson,46,45-54,High School,2018-07-23,,True,2792,Finance,Finance Assistant,Entry,Full-time,22864.58,STR066,EMP006865,Jared Smith,Senior Manager
EMP006755,Christopher Jensen,28,25-34,Bachelor's,2019-11-23,,True,2304,Finance,Finance Associate,Associate,Full-time,28017.14,STR138,EMP006762,Scott Smith,Manager
EMP006756,Jessica Smith,43,35-44,High School,2018-10-02,,True,2721,Finance,Finance Associate,Associate,Part-time,20037.0,STR146,EMP006822,Lauren Thompson,Executive
EMP006757,Lawrence Martin,37,35-44,Bachelor's,2019-04-15,,True,2526,Finance,Finance Associate,Associate,Part-time,22825.42,STR128,EMP006865,Jared Smith,Senior Manager
EMP006758,Mrs. Susan Newton MD,33,25-34,High School,2021-09-04,,True,1653,Finance,Finance Assistant,Entry,Full-time,27723.15,STR068,EMP006762,Scott Smith,Manager
EMP006759,Robin Terry,23,<25,High School,2019-04-05,,True,2536,Finance,Senior Finance Specialist,Senior_Associate,Full-time,49988.11,STR106,EMP006822,Lauren Thompson,Executive
EMP006760,Melissa Short,23,<25,Some College,2019-02-05,,True,2595,Finance,Finance Assistant,Entry,Part-time,14921.08,STR016,EMP006865,Jared Smith,Senior Manager
EMP006761,Nathaniel Rodriguez,21,<25,High School,2021-11-24,2023-06-30,False,583,Finance,Finance Assistant,Entry,Part-time,14882.73,STR006,EMP006762,Scott Smith,Manager
EMP006762,Scott Smith,36,35-44,PhD,2021-09-11,2023-04-05,False,571,Finance,Finance Manager,Manager,Full-time,59792.48,STR079,EMP006865,Jared Smith,Senior Manager
EMP006763,Tiffany Nelson,30,25-34,Some College,2021-08-24,,True,1664,Finance,Finance Assistant,Entry,Full-time,23640.64,STR071,EMP006822,Lauren Thompson,Executive
EMP006764,Brian Ware,56,55+,Some College,2021-10-23,,True,1604,Finance,Finance Assistant,Entry,Part-time,14911.12,STR143,EMP006865,Jared Smith,Senior Manager
EMP006765,Sharon Blake,27,25-34,Bachelor's,2019-10-11,2023-01-13,False,1190,Finance,Finance Associate,Associate,Full-time,37514.08,STR005,EMP006762,Scott Smith,Manager
EMP006766,Ashley Santos,25,25-34,Bachelor's,2021-06-05,,True,1744,Finance,Finance Associate,Associate,Full-time,38869.08,STR038,EMP006822,Lauren Thompson,Executive
EMP006767,Raymond Mccall,41,35-44,Bachelor's,2015-11-21,,True,3767,Finance,Finance Associate,Associate,Full-time,39701.05,STR075,EMP006822,Lauren Thompson,Executive
EMP006768,Stephanie Valdez,38,35-44,PhD,2021-01-02,2021-09-09,False,250,Finance,Finance Assistant,Entry,Full-time,24322.9,STR074,EMP006865,Jared Smith,Senior Manager
EMP006769,Aaron Ayers,35,35-44,High School,2012-06-23,,True,5013,Finance,Finance Associate,Associate,Full-time,38575.57,STR029,EMP006762,Scott Smith,Manager
EMP006770,Ashley Brown,30,25-34,High School,2021-09-17,,True,1640,Finance,Finance Assistant,Entry,Full-time,25282.55,STR034,EMP006865,Jared Smith,Senior Manager
EMP006771,Brittney Mccoy,34,25-34,High School,2015-06-02,2020-03-31,False,1764,Finance,Finance Assistant,Entry,Full-time,23128.41,STR084,EMP006762,Scott Smith,Manager
EMP006772,Shawn Harris,38,35-44,High School,2020-02-06,2022-07-19,False,894,Finance,Finance Associate,Associate,Part-time,23064.18,STR083,EMP006822,Lauren Thompson,Executive
EMP006773,Kimberly Holmes,33,25-34,PhD,2020-08-17,,True,2036,Finance,Finance Assistant,Entry,Contractor,31197.16,STR034,EMP006865,Jared Smith,Senior Manager
EMP006774,Tonya Jones,41,35-44,High School,2015-05-13,,True,3959,Finance,Finance Assistant,Entry,Full-time,23647.31,STR007,EMP006762,Scott Smith,Manager
EMP006775,Chris Martin,31,25-34,Bachelor's,2017-06-04,,True,3206,Finance,Finance Associate,Associate,Full-time,33157.98,STR101,EMP006822,Lauren Thompson,Executive
EMP006776,Krista Curtis,21,<25,Some College,2021-06-13,,True,1736,Finance,Finance Assistant,Entry,Full-time,24872.58,STR036,EMP006865,Jared Smith,Senior Manager
EMP006777,Sandra Kirby,34,25-34,High School,2018-06-17,,True,2828,Finance,Senior Finance Specialist,Senior_Associate,Full-time,46051.92,STR090,EMP006762,Scott Smith,Manager
EMP006778,Travis Guerrero,35,35-44,Bachelor's,2020-05-13,,True,2132,Finance,Finance Assistant,Entry,Part-time,15920.5,STR077,EMP006822,Lauren Thompson,Executive
EMP006779,Charles Romero,33,25-34,Some College,2021-09-27,,True,1630,Finance,Finance Assistant,Entry,Full-time,31892.8,STR033,EMP006865,Jared Smith,Senior Manager
EMP006780,Gina Cunningham,25,25-34,Bachelor's,2020-06-06,,True,2108,Finance,Finance Assistant,Entry,Part-time,13528.47,STR080,EMP006762,Scott Smith,Manager
EMP006781,Julie Hill,23,<25,Some College,2021-03-14,,True,1827,Finance,Finance Assistant,Entry,Full-time,25550.15,STR127,EMP006822,Lauren Thompson,Executive
EMP006782,Joshua Henderson,38,35-44,Bachelor's,2021-07-28,,True,1691,Finance,Senior Finance Specialist,Senior_Associate,Full-time,42228.5,STR120,EMP006865,Jared Smith,Senior Manager
EMP006783,Ashley Greene,39,35-44,Bachelor's,2021-10-12,,True,1615,Finance,Finance Supervisor,Supervisor,Full-time,51056.4,STR113,EMP006762,Scott Smith,Manager
EMP006784,Shannon Jackson,54,45-54,High School,2020-07-26,,True,2058,Finance,Finance Associate,Associate,Part-time,19074.74,STR088,EMP006822,Lauren Thompson,Executive
EMP006785,James Smith,41,35-44,Bachelor's,2021-05-13,,True,1767,Finance,Finance Associate,Associate,Full-time,36750.88,STR122,EMP006865,Jared Smith,Senior Manager
EMP006786,Casey Smith,26,25-34,High School,2021-09-15,,True,1642,Finance,Finance Assistant,Entry,Full-time,30747.47,STR050,EMP006762,Scott Smith,Manager
EMP006787,Joy Reid,36,35-44,High School,2021-12-30,,True,1536,Finance,Finance Assistant,Entry,Part-time,18832.32,STR068,EMP006822,Lauren Thompson,Executive
EMP006788,Wendy Fisher,21,<25,High School,2021-10-30,,True,1597,Finance,Finance Associate,Associate,Full-time,37661.12,STR034,EMP006865,Jared Smith,Senior Manager
EMP006789,Sonya Ramirez,39,35-44,High School,2016-05-14,,True,3592,Finance,Finance Assistant,Entry,Full-time,30505.8,STR100,EMP006762,Scott Smith,Manager
EMP006790,Robert James,29,25-34,Master's,2014-10-27,,True,4157,Finance,Finance Associate,Associate,Seasonal,13842.62,STR067,EMP006822,Lauren Thompson,Executive
EMP006791,Maria Cook,21,<25,High School,2021-02-08,2024-11-23,False,1384,Finance,Finance Assistant,Entry,Full-time,30258.88,STR074,EMP006865,Jared Smith,Senior Manager
EMP006792,Samantha Washington,23,<25,Master's,2021-01-04,2022-09-03,False,607,Finance,Finance Assistant,Entry,Part-time,15021.02,STR126,EMP006762,Scott Smith,Manager
EMP006793,Christopher Fitzgerald,38,35-44,Bachelor's,2019-10-26,,True,2332,Finance,Senior Finance Specialist,Senior_Associate,Full-time,40977.18,STR009,EMP006822,Lauren Thompson,Executive
EMP006794,Matthew Barrett,42,35-44,High School,2018-03-12,,True,2925,Finance,Finance Associate,Associate,Full-time,31802.96,STR047,EMP006865,Jared Smith,Senior Manager
EMP006795,Matthew Brooks,41,35-44,Bachelor's,2019-02-19,,True,2581,Finance,Finance Assistant,Entry,Part-time,16004.32,STR140,EMP006762,Scott Smith,Manager
EMP006796,Albert Davis,32,25-34,Master's,2021-11-12,,True,1584,Finance,Finance Assistant,Entry,Contractor,27341.38,STR095,EMP006822,Lauren Thompson,Executive
EMP006797,Tina Ellis,38,35-44,Bachelor's,2018-10-14,,True,2709,Finance,Finance Assistant,Entry,Full-time,31616.11,STR018,EMP006865,Jared Smith,Senior Manager
EMP006798,Clayton Blankenship,39,35-44,High School,2016-10-02,,True,3451,Finance,Finance Assistant,Entry,Full-time,25128.45,STR097,EMP006762,Scott Smith,Manager
EMP006799,Jennifer Velasquez,34,25-34,Bachelor's,2019-03-24,,True,2548,Finance,Finance Associate,Associate,Full-time,29176.53,STR099,EMP006822,Lauren Thompson,Executive
EMP006800,Danielle Bennett,27,25-34,Bachelor's,2021-05-19,2023-06-21,False,763,Finance,Senior Finance Specialist,Senior_Associate,Full-time,42902.26,STR035,EMP006865,Jared Smith,Senior Manager
EMP006801,April Hull,24,<25,High School,2018-10-17,,True,2706,Finance,Finance Assistant,Entry,Full-time,22570.99,STR136,EMP006762,Scott Smith,Manager
EMP006802,James Anderson,23,<25,High School,2021-09-06,,True,1651,Finance,Finance Associate,Associate,Full-time,29326.52,STR079,EMP006762,Scott Smith,Manager
EMP006803,Melissa Williams,46,45-54,High School,2014-08-27,2019-06-28,False,1766,Finance,Finance Assistant,Entry,Seasonal,9677.56,STR090,EMP006822,Lauren Thompson,Executive
EMP006804,Michael Coleman,25,25-34,Some College,2020-04-30,,True,2145,Finance,Finance Assistant,Entry,Full-time,26643.5,STR018,EMP006865,Jared Smith,Senior Manager
EMP006805,Angela Patel,26,25-34,High School,2020-09-15,,True,2007,Finance,Finance Assistant,Entry,Full-time,26332.51,STR082,EMP006822,Lauren Thompson,Executive
EMP006806,Jacob David,34,25-34,Master's,2021-03-14,,True,1827,Finance,Finance Assistant,Entry,Full-time,29996.92,STR048,EMP006865,Jared Smith,Senior Manager
EMP006807,Tricia Russo,34,25-34,Bachelor's,2021-06-02,,True,1747,Finance,Finance Assistant,Entry,Part-time,17636.85,STR013,EMP006762,Scott Smith,Manager
EMP006808,Denise Wiley,30,25-34,Master's,2021-10-04,,True,1623,Finance,Finance Associate,Associate,Part-time,19869.49,STR026,EMP006822,Lauren Thompson,Executive
EMP006809,Bridget Bell,23,<25,High School,2021-10-17,,True,1610,Finance,Finance Assistant,Entry,Part-time,15202.23,STR107,EMP006865,Jared Smith,Senior Manager
EMP006810,Jodi Jimenez,40,35-44,Some College,2020-04-03,,True,2172,Finance,Finance Assistant,Entry,Part-time,15098.81,STR046,EMP006762,Scott Smith,Manager
EMP006811,Destiny Joseph,53,45-54,Master's,2022-01-01,,True,1534,Finance,Finance Assistant,Entry,Part-time,17843.97,STR007,EMP006822,Lauren Thompson,Executive
EMP006812,Zachary Yu,36,35-44,Bachelor's,2019-06-25,,True,2455,Finance,Finance Assistant,Entry,Part-time,13512.43,STR028,EMP006865,Jared Smith,Senior Manager
EMP006813,Andrew Powell,37,35-44,Bachelor's,2021-11-21,,True,1575,Finance,Finance Associate,Associate,Full-time,28153.86,STR047,EMP006762,Scott Smith,Manager
EMP006814,Reginald Cordova,40,35-44,High School,2021-07-22,,True,1697,Finance,Finance Assistant,Entry,Part-time,17973.27,STR073,EMP006822,Lauren Thompson,Executive
EMP006815,Kevin Anderson,26,25-34,High School,2020-07-14,,True,2070,Finance,Finance Assistant,Entry,Full-time,26771.46,STR033,EMP006865,Jared Smith,Senior Manager
EMP006816,Latasha Washington,33,25-34,Some College,2019-03-26,2024-01-27,False,1768,Finance,Finance Assistant,Entry,Full-time,23308.81,STR058,EMP006762,Scott Smith,Manager
EMP006817,Stacy Stein,35,35-44,High School,2012-01-04,,True,5184,Finance,Finance Assistant,Entry,Full-time,24355.66,STR084,EMP006822,Lauren Thompson,Executive
EMP006818,Anthony Scott,37,35-44,Master's,2021-01-29,2023-10-02,False,976,Finance,Finance Assistant,Entry,Full-time,31325.04,STR072,EMP006865,Jared Smith,Senior Manager
EMP006819,Jasmine Martin,39,35-44,Bachelor's,2021-10-01,2024-07-18,False,1021,Finance,Finance Associate,Associate,Seasonal,15325.61,STR016,EMP006762,Scott Smith,Manager
EMP006820,Manuel Smith,34,25-34,High School,2021-12-23,,True,1543,Finance,Finance Associate,Associate,Full-time,36517.42,STR078,EMP006822,Lauren Thompson,Executive
EMP006821,Benjamin Chavez,30,25-34,High School,2021-12-11,,True,1555,Finance,Finance Associate,Associate,Part-time,20272.02,STR092,EMP006865,Jared Smith,Senior Manager
EMP006822,Lauren Thompson,35,35-44,High School,2021-09-26,,True,1631,Finance,Chief Financial Officer,Executive,Part-time,96975.53,STR075,,,
EMP006823,Jamie Galloway,32,25-34,Bachelor's,2020-09-05,,True,2017,Finance,Finance Assistant,Entry,Part-time,19051.47,STR143,EMP006762,Scott Smith,Manager
EMP006824,Theresa Sandoval,31,25-34,High School,2020-09-15,,True,2007,Finance,Finance Associate,Associate,Part-time,23753.55,STR054,EMP006822,Lauren Thompson,Executive
EMP006825,Thomas Morrison,27,25-34,Some College,2020-07-02,,True,2082,Finance,Finance Associate,Associate,Part-time,18349.94,STR014,EMP006865,Jared Smith,Senior Manager
EMP006826,Kimberly Lewis,23,<25,Bachelor's,2019-12-08,,True,2289,Finance,Finance Assistant,Entry,Full-time,30111.05,STR022,EMP006762,Scott Smith,Manager
EMP006827,Morgan Grimes,43,35-44,High School,2021-11-02,,True,1594,Finance,Finance Assistant,Entry,Full-time,23972.43,STR036,EMP006822,Lauren Thompson,Executive
EMP006828,Jose Mckinney,48,45-54,High School,2012-01-04,,True,5184,Finance,Finance Associate,Associate,Full-time,30562.45,STR097,EMP006865,Jared Smith,Senior Manager
EMP006829,Cody Hendricks,27,25-34,High School,2019-10-26,2024-04-24,False,1642,Finance,Finance Assistant,Entry,Full-time,28760.93,STR065,EMP006762,Scott Smith,Manager
EMP006830,Eric Wright,21,<25,Bachelor's,2021-06-03,,True,1746,Finance,Finance Assistant,Entry,Full-time,26050.01,STR125,EMP006822,Lauren Thompson,Executive
EMP006831,Amber Meza,44,35-44,Some College,2017-05-05,,True,3236,Finance,Finance Associate,Associate,Part-time,23507.12,STR031,EMP006865,Jared Smith,Senior Manager
EMP006832,Stephanie Li,21,<25,Master's,2021-05-09,,True,1771,Finance,Finance Assistant,Entry,Part-time,13734.06,STR052,EMP006762,Scott Smith,Manager
EMP006833,Curtis Rice,31,25-34,Bachelor's,2018-02-04,,True,2961,Finance,Finance Associate,Associate,Full-time,34138.31,STR066,EMP006822,Lauren Thompson,Executive
EMP006834,Phillip Miller,24,<25,Some College,2018-02-28,,True,2937,Finance,Finance Associate,Associate,Full-time,39022.26,STR065,EMP006865,Jared Smith,Senior Manager
EMP006835,Jennifer Johnson DVM,35,35-44,Bachelor's,2019-09-16,,True,2372,Finance,Finance Associate,Associate,Full-time,38849.36,STR140,EMP006762,Scott Smith,Manager
EMP006836,Anthony Werner,28,25-34,Some College,2019-08-12,,True,2407,Finance,Finance Assistant,Entry,Contractor,25921.82,STR119,EMP006822,Lauren Thompson,Executive
EMP006837,Tara Thomas,36,35-44,Bachelor's,2021-12-08,,True,1558,Finance,Finance Associate,Associate,Part-time,19439.79,STR085,EMP006865,Jared Smith,Senior Manager
EMP006838,Nicole Jones,39,35-44,Bachelor's,2021-12-26,,True,1540,Finance,Finance Assistant,Entry,Part-time,16914.73,STR018,EMP006865,Jared Smith,Senior Manager
EMP006839,Natalie Stanley,29,25-34,Some College,2021-10-30,,True,1597,Finance,Finance Associate,Associate,Full-time,29912.74,STR109,EMP006762,Scott Smith,Manager
EMP006840,Shelby Simon,22,<25,High School,2020-07-05,,True,2079,Finance,Finance Associate,Associate,Full-time,39616.27,STR090,EMP006822,Lauren Thompson,Executive
EMP006841,Claudia Wilson,27,25-34,Bachelor's,2021-12-24,,True,1542,Finance,Finance Associate,Associate,Full-time,38976.99,STR133,EMP006762,Scott Smith,Manager
EMP006842,Robert Simpson,25,25-34,Some College,2021-03-20,,True,1821,Finance,Finance Assistant,Entry,Full-time,23669.5,STR127,EMP006822,Lauren Thompson,Executive
EMP006843,Mark Stephens,43,35-44,Bachelor's,2016-04-21,,True,3615,Finance,Finance Associate,Associate,Full-time,29453.87,STR112,EMP006865,Jared Smith,Senior Manager
EMP006844,Kevin Fernandez,37,35-44,High School,2021-03-18,,True,1823,Finance,Finance Assistant,Entry,Full-time,22854.08,STR123,EMP006762,Scott Smith,Manager
EMP006845,Sandra Reyes,30,25-34,Master's,2019-11-25,2022-08-14,False,993,Finance,Finance Associate,Associate,Full-time,38913.32,STR110,EMP006822,Lauren Thompson,Executive
EMP006846,Richard Case,39,35-44,Bachelor's,2012-02-24,,True,5133,Finance,Finance Assistant,Entry,Part-time,14361.74,STR051,EMP006865,Jared Smith,Senior Manager
EMP006847,Terry Rivera,33,25-34,High School,2012-07-14,,True,4992,Finance,Finance Associate,Associate,Full-time,32995.42,STR113,EMP006762,Scott Smith,Manager
EMP006848,Mariah Brown,27,25-34,Some College,2018-05-06,,True,2870,Finance,Finance Assistant,Entry,Full-time,26488.51,STR031,EMP006822,Lauren Thompson,Executive
EMP006849,George Hall,34,25-34,High School,2018-12-13,,True,2649,Finance,Finance Associate,Associate,Full-time,35188.13,STR083,EMP006865,Jared Smith,Senior Manager
EMP006850,Kari Simmons,43,35-44,Master's,2020-10-26,2021-07-23,False,270,Finance,Finance Assistant,Entry,Contractor,24989.09,STR053,EMP006762,Scott Smith,Manager
